chr22	17080518	17081018	intergenic|chr22:17080518-17081018	intergenic	134.755127	TPTEP1	17082800	175.620000	0.658887	True	2032.000000	False	0.123436	0.123436	0.047799	0.047799	0.001229	0.049028	6.606766	0.053883	16.633641	0.093524	K562
chr22	17084142	17084642	genic|chr22:17084142-17084642	genic	220.054483	TPTEP1	17082800	175.620000	0.658887	True	1592.000000	False	0.123436	0.123436	0.047799	0.047799	0.001229	0.049028	10.788818	0.087990	27.162656	0.152724	K562
chr22	17306053	17306553	intergenic|chr22:17306053-17306553	intergenic	61.232702	XKR3	17302589	8.320000	0.094255	True	3714.000000	False	0.123436	0.123436	0.063559	0.063559	0.001229	0.064788	3.967172	0.045030	7.558323	0.071532	K562
chr22	17518349	17518849	genic|chr22:17518349-17518849	genic	33.558632	CECR7	17517459	15.200000	0.219031	True	1140.000000	False	0.123436	0.123436	0.087716	0.087716	0.001229	0.088945	2.984869	0.029451	4.142345	0.038854	K562
chr22	17652045	17652545	intergenic|chr22:17652045-17652545	intergenic	135.510864	HDHD5-AS1	17640278		0.551167	True	12017.000000	False	0.057566	0.057566	0.022391	0.022391	0.001229	0.023621	3.200849	0.026142	7.800844	0.054922	K562
chr22	17652633	17653133	intergenic|chr22:17652633-17653133	intergenic	124.521052	HDHD5-AS1	17640278		0.551167	True	12605.000000	False	0.055223	0.055223	0.022391	0.022391	0.001229	0.023621	2.941263	0.024022	6.876414	0.048413	K562
chr22	18115904	18116404	intergenic|chr22:18115904-18116404	intergenic	636.528839	ATP6V1E1	18111588	137.610000	0.960503	True	4566.000000	False	0.123436	0.123436	0.055057	0.055057	0.001229	0.056286	35.827975	0.129973	78.570607	0.178943	K562
chr22	18115904	18116404	intergenic|chr22:18115904-18116404	intergenic	636.528839	BCL2L13	18121349	35.610000	0.951526	True	5195.000000	False	0.119396	0.119396	0.049393	0.049393	0.001229	0.050622	32.222462	0.116729	75.998919	0.164836	K562
chr22	18122072	18122935	genic|chr22:18122072-18122935	genic	462.980491	ATP6V1E1	18111588	137.610000	0.960503	True	10915.500000	False	0.062588	0.062588	0.028681	0.028681	0.001229	0.029910	13.847688	0.050235	28.976879	0.065994	K562
chr22	18122072	18122935	genic|chr22:18122072-18122935	genic	462.980491	BCL2L13	18121349	35.610000	0.951526	True	1154.500000	False	0.123436	0.123436	0.049393	0.049393	0.001229	0.050622	23.437071	0.084903	57.148484	0.123951	K562
chr22	18269285	18269785	intergenic|chr22:18269285-18269785	intergenic	481.317723	BID	18257261	97.430000	0.500898	True	12274.000000	False	0.056516	0.056516	0.026730	0.026730	0.001229	0.027959	13.457143	0.072486	27.202238	0.110384	K562
chr22	18398912	18399412	intergenic|chr22:18398912-18399412	intergenic	350.486733	MICAL3	18389652	10.380000	0.421903	True	9510.000000	False	0.070561	0.070561	0.023539	0.023539	0.001229	0.024768	8.680977	0.051066	24.730693	0.111556	K562
chr22	18400347	18400847	intergenic|chr22:18400347-18400847	intergenic	297.447953	MICAL3	18389652	10.380000	0.421903	True	10945.000000	False	0.062441	0.062441	0.014033	0.014033	0.001229	0.015263	4.539825	0.026706	18.572922	0.083779	K562
chr22	18484289	18484789	intergenic|chr22:18484289-18484789	intergenic	947.618365	BID	18257261	97.430000	0.500898	True	227278.000000	False	0.004461	0.004461	0.003639	0.003639	0.001229	0.004869	4.613614	0.024851	4.227157	0.017153	K562
chr22	18484289	18484789	intergenic|chr22:18484289-18484789	intergenic	947.618365	MICAL3	18389652	10.380000	0.421903	True	94887.000000	False	0.009538	0.009538	0.004895	0.004895	0.001229	0.006124	5.803614	0.034140	9.038183	0.040770	K562
chr22	18484289	18484789	intergenic|chr22:18484289-18484789	intergenic	947.618365	PEX26	18560685	14.300000	0.861759	True	76146.000000	False	0.011550	0.011550	0.006304	0.006304	0.001229	0.007533	7.138419	0.037792	10.945032	0.046895	K562
chr22	18558754	18559254	intergenic|chr22:18558754-18559254	intergenic	110.287659	PEX26	18560685	14.300000	0.861759	True	1681.000000	False	0.123436	0.123436	0.039635	0.039635	0.001229	0.040864	4.506772	0.023860	13.613473	0.058328	K562
chr22	19096878	19097378	genic|chr22:19096878-19097378	genic	757.359342	DGCR11	19035888	3.770000	0.473968	True	61240.000000	False	0.013960	0.013960	0.005598	0.005598	0.001229	0.006827	5.170407	0.020652	10.572963	0.038357	K562
chr22	19096878	19097378	genic|chr22:19096878-19097378	genic	757.359342	DGCR2	19109967	40.240000	0.843806	True	12839.000000	False	0.054346	0.054346	0.024921	0.024921	0.001229	0.026150	19.804968	0.062399	41.159672	0.092160	K562
chr22	19108929	19109429	genic|chr22:19108929-19109429	genic	268.573666	DGCR2	19109967	40.240000	0.843806	True	788.000000	False	0.123436	0.123436	0.049748	0.049748	0.001229	0.050977	13.691018	0.043136	33.151673	0.074229	K562
chr22	19277238	19277738	genic|chr22:19277238-19277738	genic	140.332245	CLTCL1	19279239	6.530000	0.849192	True	1751.000000	False	0.123436	0.123436	0.048068	0.048068	0.001229	0.049297	6.917931	0.020530	17.322058	0.037080	K562
chr22	19384523	19385023	genic|chr22:19384523-19385023	genic	1750.944239	LINC01311	19159218		0.942549	True	225555.000000	False	0.004490	0.004490	0.002913	0.002913	0.001229	0.004142	7.252144	0.020524	7.862533	0.015397	K562
chr22	19384523	19385023	genic|chr22:19384523-19385023	genic	1750.944239	SLC25A1	19166376	195.170000	0.912029	True	218397.000000	False	0.004618	0.004618	0.003874	0.003874	0.001229	0.005103	8.935721	0.026475	8.086256	0.015941	K562
chr22	19384523	19385023	genic|chr22:19384523-19385023	genic	1750.944239	CLTCL1	19279239	6.530000	0.849192	True	105534.000000	False	0.008695	0.008695	0.002856	0.002856	0.001229	0.004085	7.152376	0.021226	15.224353	0.032589	K562
chr22	19384523	19385023	genic|chr22:19384523-19385023	genic	1750.944239	HIRA	19419219	60.120000	0.904847	True	34446.000000	False	0.023030	0.023030	0.012557	0.012557	0.001229	0.013787	24.139674	0.045769	40.324787	0.044626	K562
chr22	19384523	19385023	genic|chr22:19384523-19385023	genic	1750.944239	MRPL40	19419424	165.720000	0.962298	True	34651.000000	False	0.022912	0.022912	0.012557	0.012557	0.001229	0.013787	24.139674	0.045769	40.117159	0.044407	K562
chr22	19384523	19385023	genic|chr22:19384523-19385023	genic	1750.944239	C22orf39	19435755	90.020000	0.908438	True	50982.000000	False	0.016374	0.016374	0.007027	0.007027	0.001229	0.008256	14.456496	0.034270	28.670397	0.037678	K562
chr22	19384523	19385023	genic|chr22:19384523-19385023	genic	1750.944239	UFD1	19466738		0.987433	True	81965.000000	False	0.010833	0.010833	0.005249	0.005249	0.001229	0.006478	11.343282	0.023571	18.968476	0.019366	K562
chr22	19384523	19385023	genic|chr22:19384523-19385023	genic	1750.944239	CDC45	19467348	316.990000	1.000000	True	82575.000000	False	0.010764	0.010764	0.005249	0.005249	0.001229	0.006478	11.343282	0.023570	18.846511	0.019268	K562
chr22	19384523	19385023	genic|chr22:19384523-19385023	genic	1750.944239	LINC00895	19554362		0.490126	True	169589.000000	False	0.005755	0.005755	0.002264	0.002264	0.001229	0.003493	6.115574	0.021509	10.076636	0.024368	K562
chr22	19406537	19407037	genic|chr22:19406537-19407037	genic	777.223355	HIRA	19419219	60.120000	0.904847	True	12432.000000	False	0.055891	0.055891	0.030553	0.030553	0.001229	0.031782	24.701859	0.046835	43.439645	0.048073	K562
chr22	19406537	19407037	genic|chr22:19406537-19407037	genic	777.223355	MRPL40	19419424	165.720000	0.962298	True	12637.000000	False	0.055101	0.055101	0.030553	0.030553	0.001229	0.031782	24.701859	0.046835	42.825965	0.047406	K562
chr22	19407085	19407585	genic|chr22:19407085-19407585	genic	617.550539	HIRA	19419219	60.120000	0.904847	True	11884.000000	False	0.058126	0.058126	0.030553	0.030553	0.001229	0.031782	19.627108	0.037213	35.895888	0.039724	K562
chr22	19407085	19407585	genic|chr22:19407085-19407585	genic	617.550539	MRPL40	19419424	165.720000	0.962298	True	12089.000000	False	0.057268	0.057268	0.030553	0.030553	0.001229	0.031782	19.627108	0.037213	35.365769	0.039148	K562
chr22	19417910	19418410	genic|chr22:19417910-19418410	genic	586.721437	HIRA	19419219	60.120000	0.904847	True	1059.000000	False	0.123436	0.123436	0.053522	0.053522	0.001229	0.054751	32.123844	0.060907	72.422577	0.080147	K562
chr22	19417910	19418410	genic|chr22:19417910-19418410	genic	586.721437	MRPL40	19419424	165.720000	0.962298	True	1264.000000	False	0.123436	0.123436	0.053522	0.053522	0.001229	0.054751	32.123844	0.060907	72.422577	0.080167	K562
chr22	19434517	19435017	genic|chr22:19434517-19435017	genic	331.549293	C22orf39	19435755	90.020000	0.908438	True	988.000000	False	0.123436	0.123436	0.033755	0.033755	0.001229	0.034984	11.598892	0.027496	40.925136	0.053783	K562
chr22	19679235	19679735	intergenic|chr22:19679235-19679735	intergenic	693.869534	SEPT5	19701986	133.970000	0.579892	True	22501.000000	False	0.033357	0.033357	0.012347	0.012347	0.001229	0.013577	9.420391	0.025378	23.145519	0.035474	K562
chr22	19679235	19679735	intergenic|chr22:19679235-19679735	intergenic	693.869534	SEPT5-GP1BB	19704742		0.497307	True	25257.000000	False	0.030167	0.030167	0.012347	0.012347	0.001229	0.013577	9.420391	0.025373	20.932071	0.028750	K562
